job,marital,balance,age_group,is_having_debt,Cluster
blue-collar,married,-3291792,millennials,1,2
blue-collar,married,0,millennials,1,2
white-collar,single,0,gen-z,1,1
white-collar,married,1340472,millennials,1,0
blue-collar,married,4089288,gen_x,1,2
white-collar,married,7262304,gen-z,0,0
white-collar,married,-5005560,millennials,0,0
blue-collar,single,16968,gen-z,1,1
entrepreneur,single,10825584,gen-z,0,1
white-collar,single,-14762160,millennials,1,0
blue-collar,married,4818912,gen_x,1,2
blue-collar,married,39230016,gen-z,1,2
white-collar,married,984144,gen_x,1,2
blue-collar,married,13896792,millennials,1,2
white-collar,married,8993040,gen_x,1,2
white-collar,married,26079816,gen_x,1,2
blue-collar,single,5752152,gen_x,1,1
white-collar,married,0,gen-z,2,0
blue-collar,single,0,gen_x,1,1
blue-collar,married,8721552,gen_x,1,2
blue-collar,single,-5921832,millennials,1,1
white-collar,married,16968,gen-z,1,0
white-collar,married,424200,gen_x,1,2
white-collar,married,0,millennials,2,0
white-collar,married,27674808,gen_x,1,2
blue-collar,married,15746304,gen_x,0,2
blue-collar,married,-5989704,millennials,1,2
blue-collar,married,627816,gen_x,1,2
entrepreneur,married,2324616,millennials,1,0
entrepreneur,married,5497632,gen_x,1,2
white-collar,married,5022528,gen_x,1,2
white-collar,single,220584,gen-z,0,1
blue-collar,married,6481776,gen_x,1,2
blue-collar,married,0,millennials,1,2
white-collar,married,12861744,gen_x,1,2
white-collar,married,0,millennials,1,0
white-collar,married,6278160,gen_x,1,2
entrepreneur,married,15712368,gen-z,1,2
others,single,1340472,millennials,0,1
others,single,0,millennials,0,1
blue-collar,married,-2460360,gen_x,1,2
white-collar,single,509040,gen_x,1,1
others,married,19021128,gen_x,1,2
blue-collar,married,18257568,millennials,0,2
white-collar,married,4309872,gen_x,2,2
blue-collar,married,32748240,millennials,1,2
blue-collar,single,0,gen_x,0,1
blue-collar,single,7415016,millennials,1,1
others,married,0,gen_x,0,2
white-collar,single,4852848,millennials,1,0
white-collar,married,0,gen_x,1,2
blue-collar,married,17052840,millennials,1,2
blue-collar,married,-1425312,millennials,1,2
entrepreneur,married,-610848,gen_x,1,2
entrepreneur,married,14592480,gen_x,2,2
entrepreneur,married,131535936,millennials,1,0
blue-collar,single,59523744,millennials,1,1
white-collar,single,7211400,gen_x,0,1
blue-collar,married,6617520,millennials,1,2
white-collar,married,3783864,millennials,1,0
blue-collar,married,6821136,gen_x,1,2
blue-collar,married,0,millennials,1,2
others,married,1289568,boomers,1,2
white-collar,married,9451176,gen_x,1,2
blue-collar,married,-12403608,gen_x,1,2
white-collar,married,1696800,gen_x,1,2
others,married,-1527120,gen_x,1,2
white-collar,single,407232,millennials,0,0
entrepreneur,married,7941024,gen_x,2,2
white-collar,married,0,millennials,1,0
white-collar,married,67872,gen_x,1,2
white-collar,married,0,gen_x,1,2
blue-collar,married,2630040,gen-z,1,2
blue-collar,single,5650344,gen-z,1,1
blue-collar,single,6651456,millennials,1,1
white-collar,married,1781640,gen_x,0,2
blue-collar,married,0,gen-z,1,2
blue-collar,single,0,millennials,0,1
blue-collar,single,0,gen_x,1,1
blue-collar,single,2782752,millennials,1,1
white-collar,married,65564352,gen_x,1,2
entrepreneur,single,84840,millennials,1,1
white-collar,married,18562992,millennials,1,0
white-collar,married,4564392,gen_x,1,2
white-collar,married,22414728,gen_x,1,2
white-collar,married,14304024,gen_x,1,2
blue-collar,married,458136,gen-z,1,2
others,married,8636712,gen_x,1,2
others,married,18512088,gen_x,1,2
blue-collar,married,0,gen_x,2,2
entrepreneur,married,0,millennials,1,0
blue-collar,married,5277048,gen_x,2,2
white-collar,married,1001112,gen_x,1,2
white-collar,married,-1696800,gen_x,1,2
white-collar,married,169680,millennials,0,0
others,single,1849512,gen_x,0,1
white-collar,married,33936,gen-z,0,0
white-collar,single,12759936,millennials,1,0
white-collar,married,2477328,gen_x,0,2
white-collar,single,339360,gen_x,1,1
blue-collar,married,0,gen_x,1,2
blue-collar,married,4937688,millennials,1,2
entrepreneur,married,45576048,gen-z,1,2
white-collar,married,9875376,millennials,1,0
blue-collar,single,-3020304,gen_x,1,1
white-collar,married,-23517648,gen_x,2,2
white-collar,married,5904864,gen_x,1,2
others,single,-967176,gen_x,1,1
white-collar,married,7771344,gen_x,1,2
white-collar,married,7890120,millennials,2,0
others,married,20836704,gen-z,0,2
blue-collar,married,70298424,gen_x,0,2
white-collar,married,26979120,gen_x,1,2
blue-collar,married,2748816,gen-z,1,2
others,married,21685104,gen_x,1,2
white-collar,married,0,gen_x,1,2
blue-collar,married,644784,gen_x,1,2
blue-collar,married,0,millennials,2,2
blue-collar,married,0,millennials,1,2
white-collar,single,14490672,millennials,2,0
white-collar,married,21634200,gen_x,1,2
white-collar,married,-16764384,millennials,2,0
white-collar,married,0,gen_x,1,2
blue-collar,married,11589144,gen_x,1,2
white-collar,single,19496232,gen_x,1,1
blue-collar,married,5073432,millennials,1,2
white-collar,married,31187184,gen_x,1,2
blue-collar,married,492072,millennials,1,2
white-collar,married,0,gen_x,2,2
blue-collar,married,-1900416,millennials,1,2
blue-collar,single,-1849512,millennials,1,1
blue-collar,married,0,gen_x,1,2
blue-collar,single,-5972736,gen-z,0,1
white-collar,married,3088176,gen_x,0,2
blue-collar,married,16968,gen_x,0,2
blue-collar,married,12369672,gen_x,1,2
white-collar,married,0,millennials,1,0
white-collar,married,0,gen-z,2,0
white-collar,married,3682056,millennials,2,0
others,married,21006384,gen_x,1,2
white-collar,married,2714880,millennials,2,0
blue-collar,married,3139080,gen_x,0,2
white-collar,single,8687616,gen_x,0,1
others,married,16968,gen-z,0,2
white-collar,married,177111984,gen_x,1,2
white-collar,married,0,millennials,1,0
blue-collar,married,0,millennials,0,2
white-collar,single,73861704,gen_x,1,1
white-collar,single,139544832,gen_x,1,1
blue-collar,single,-3512376,gen_x,0,1
white-collar,single,3682056,gen_x,1,1
blue-collar,single,32714304,gen-z,1,1
white-collar,single,1001112,gen-z,0,1
others,single,-576912,gen-z,0,1
blue-collar,single,1102920,gen_x,1,1
blue-collar,single,2596104,gen-z,0,1
others,married,10129896,gen_x,0,2
blue-collar,married,0,millennials,1,2
blue-collar,married,2952432,gen_x,1,2
white-collar,single,3766896,millennials,1,0
entrepreneur,married,-13557432,gen_x,1,2
others,single,17307360,millennials,1,1
blue-collar,single,2070096,gen_x,0,1
white-collar,married,4869816,millennials,2,0
others,single,1204728,millennials,0,1
blue-collar,married,407232,gen_x,1,2
white-collar,single,7703472,gen-z,1,1
blue-collar,married,-3919608,millennials,1,2
white-collar,married,0,gen-z,1,0
entrepreneur,married,16968,gen_x,2,2
white-collar,married,5090400,millennials,1,0
white-collar,married,3834768,gen_x,1,2
white-collar,single,9060912,gen-z,0,1
white-collar,single,1900416,millennials,1,0
white-collar,single,19581072,gen_x,0,1
white-collar,married,0,gen_x,1,2
others,married,526008,millennials,1,0
blue-collar,married,0,millennials,0,2
white-collar,single,30118200,millennials,0,0
entrepreneur,married,5310984,millennials,1,0
others,single,-4547424,gen_x,1,1
white-collar,married,0,gen_x,1,2
blue-collar,married,7856184,gen_x,1,2
entrepreneur,married,74472552,gen_x,1,2
blue-collar,single,2409456,millennials,1,1
blue-collar,single,18715704,gen_x,1,1
white-collar,married,-627816,millennials,1,0
white-collar,married,78969072,millennials,2,0
entrepreneur,married,1425312,millennials,1,0
white-collar,married,51989952,gen_x,1,2
blue-collar,married,0,millennials,1,2
others,married,69636672,gen_x,0,2
white-collar,single,0,gen_x,2,1
blue-collar,single,0,gen-z,0,1
white-collar,married,0,gen_x,2,2
white-collar,single,84992712,millennials,1,0
blue-collar,single,11266752,gen_x,1,1
blue-collar,single,-16968,gen_x,1,1
blue-collar,married,0,gen_x,0,2
white-collar,married,288456,gen_x,1,2
white-collar,married,50904,millennials,2,0
blue-collar,single,119641368,millennials,1,1
others,married,75660312,gen_x,0,2
blue-collar,married,0,millennials,1,2
white-collar,married,5141304,millennials,1,0
blue-collar,married,5853960,millennials,1,2
blue-collar,married,135744,gen_x,1,2
white-collar,married,68296200,millennials,1,0
blue-collar,single,5769120,millennials,1,1
blue-collar,single,0,millennials,1,1
white-collar,married,23551584,millennials,1,0
white-collar,married,5378856,gen-z,1,0
white-collar,married,0,gen-z,0,0
others,single,220584,gen_x,1,1
blue-collar,single,70875336,gen_x,1,1
blue-collar,married,5039496,millennials,2,2
white-collar,married,3715992,gen_x,1,2
white-collar,married,0,millennials,2,0
white-collar,single,24179400,millennials,1,0
entrepreneur,married,3139080,millennials,1,0
blue-collar,married,2137968,gen_x,1,2
white-collar,single,44490096,millennials,0,0
white-collar,married,0,millennials,1,0
white-collar,married,5904864,millennials,2,0
white-collar,single,0,millennials,1,0
blue-collar,married,58030560,millennials,1,2
white-collar,married,186648,gen-z,0,0
white-collar,married,30304848,gen_x,2,2
white-collar,married,44608872,gen_x,1,2
blue-collar,single,-3105144,gen_x,1,1
white-collar,single,25978008,millennials,0,0
others,married,322392,gen_x,1,2
entrepreneur,married,0,gen_x,1,2
blue-collar,married,339360,millennials,1,2
white-collar,single,0,millennials,1,0
entrepreneur,single,-9552984,gen_x,1,1
white-collar,married,12369672,millennials,1,0
others,single,84840,gen-z,0,1
white-collar,single,10774680,millennials,0,0
blue-collar,married,0,gen-z,1,2
white-collar,married,0,millennials,1,0
white-collar,married,4835880,millennials,1,0
blue-collar,married,14999712,millennials,0,2
others,married,68686464,gen_x,1,2
entrepreneur,married,6889008,gen_x,1,2
blue-collar,married,4717104,gen_x,1,2
white-collar,married,15237264,millennials,0,0
white-collar,single,-5514600,millennials,1,0
blue-collar,married,8433096,gen_x,1,2
blue-collar,single,11317656,gen_x,1,1
white-collar,married,0,millennials,1,0
white-collar,single,12980520,gen_x,2,1
white-collar,married,12963552,gen_x,1,2
others,single,1815576,gen_x,0,1
entrepreneur,married,2358552,gen-z,0,2
blue-collar,single,15016680,millennials,1,1
white-collar,married,102045552,millennials,1,0
blue-collar,married,7856184,gen_x,2,2
white-collar,single,1408344,millennials,1,0
white-collar,married,1391376,gen_x,2,2
white-collar,single,5531568,gen_x,1,1
blue-collar,married,106185744,gen_x,1,2
entrepreneur,married,8144640,gen_x,1,2
blue-collar,married,5446728,millennials,1,2
blue-collar,single,6396936,gen-z,0,1
blue-collar,single,7788312,millennials,0,1
white-collar,married,0,millennials,0,0
blue-collar,married,0,millennials,1,2
white-collar,married,5853960,gen_x,1,2
white-collar,married,18036984,gen_x,1,2
white-collar,single,3563280,millennials,1,0
white-collar,single,0,gen-z,1,1
white-collar,married,7567728,millennials,1,0
blue-collar,married,0,gen-z,1,2
white-collar,married,47815824,gen_x,1,2
blue-collar,married,5090400,gen_x,1,2
blue-collar,married,0,gen_x,0,2
white-collar,married,0,gen-z,1,0
blue-collar,married,-186648,gen_x,0,2
white-collar,married,8484000,millennials,2,0
white-collar,married,3003336,millennials,1,0
blue-collar,married,14422800,gen_x,1,2
blue-collar,married,-627816,gen_x,1,2
white-collar,single,38432520,millennials,1,0
white-collar,married,21939624,gen_x,0,2
blue-collar,married,5870928,millennials,1,2
blue-collar,married,-15067584,gen_x,0,2
others,married,33936,millennials,1,0
blue-collar,single,0,gen-z,1,1
entrepreneur,married,2426424,gen_x,1,2
blue-collar,married,67872,millennials,2,2
blue-collar,married,1136856,millennials,1,2
blue-collar,married,5412792,millennials,1,2
white-collar,single,1561056,gen_x,1,1
blue-collar,married,9552984,gen_x,0,2
blue-collar,single,14507640,millennials,1,1
others,married,576912,gen_x,1,2
others,single,46848648,gen_x,0,1
blue-collar,married,29320704,gen_x,1,2
blue-collar,married,0,gen_x,1,2
blue-collar,single,0,gen_x,1,1
entrepreneur,married,130636632,gen_x,1,2
entrepreneur,married,135744,millennials,2,0
entrepreneur,married,-475104,millennials,1,0
blue-collar,married,-3902640,millennials,2,2
white-collar,single,29015280,gen_x,1,1
white-collar,single,-5989704,millennials,1,0
white-collar,single,593880,millennials,1,0
blue-collar,single,11775792,gen-z,2,1
white-collar,married,7160496,gen_x,1,2
white-collar,single,16968,gen-z,0,1
blue-collar,married,3529344,millennials,1,2
white-collar,married,1085952,millennials,0,0
blue-collar,married,8416128,gen_x,1,2
white-collar,single,0,millennials,1,0
white-collar,single,-9552984,gen_x,0,1
white-collar,married,1374408,millennials,1,0
white-collar,married,-4632264,millennials,1,0
white-collar,single,7313208,millennials,0,0
blue-collar,married,5548536,gen_x,1,2
white-collar,married,186648,gen_x,1,2
white-collar,married,11640048,gen_x,2,2
blue-collar,single,135744,millennials,1,1
white-collar,married,0,gen_x,1,2
blue-collar,married,-3376632,gen_x,1,2
blue-collar,married,0,gen_x,1,2
white-collar,married,7890120,gen-z,1,0
white-collar,single,649518072,millennials,0,0
white-collar,single,2562168,gen-z,1,1
white-collar,single,0,millennials,1,0
blue-collar,single,2205840,gen-z,1,1
white-collar,single,6006672,gen-z,0,1
white-collar,single,-1594992,millennials,1,0
white-collar,married,11419464,millennials,1,0
blue-collar,married,27233640,gen_x,1,2
white-collar,married,5073432,gen_x,0,2
blue-collar,married,42691488,gen_x,1,2
white-collar,married,237552,gen_x,0,2
blue-collar,married,0,gen-z,1,2
blue-collar,married,8687616,gen_x,0,2
blue-collar,married,21464520,gen_x,1,2
white-collar,married,1781640,gen-z,0,0
white-collar,single,-933240,gen_x,0,1
blue-collar,married,10129896,millennials,0,2
white-collar,married,0,millennials,0,0
entrepreneur,married,0,millennials,0,0
white-collar,single,2816688,gen-z,1,1
white-collar,married,67838064,gen_x,1,2
blue-collar,married,5395824,gen_x,0,2
entrepreneur,married,5769120,gen_x,1,2
blue-collar,married,0,millennials,0,2
entrepreneur,married,17426136,millennials,1,0
white-collar,married,-6668424,gen-z,2,0
white-collar,single,0,millennials,1,0
blue-collar,single,1578024,gen-z,0,1
white-collar,married,492072,gen_x,1,2
blue-collar,single,-3189984,gen-z,0,1
white-collar,single,1781640,millennials,1,0
blue-collar,married,-13031424,millennials,2,2
blue-collar,married,5497632,millennials,2,2
white-collar,married,101808,millennials,1,0
blue-collar,married,1696800,gen-z,0,2
white-collar,single,50683416,gen_x,1,1
blue-collar,married,219548952,millennials,2,2
others,single,4343808,millennials,1,1
others,married,16543800,gen_x,0,2
white-collar,married,-7533792,gen_x,1,2
white-collar,married,1628928,gen_x,1,2
white-collar,married,45932376,millennials,1,0
blue-collar,single,288456,millennials,1,1
blue-collar,single,-593880,gen-z,0,1
white-collar,married,0,gen_x,0,2
blue-collar,single,475104,gen_x,1,1
blue-collar,single,1442280,millennials,0,1
white-collar,married,13268976,gen_x,0,2
blue-collar,single,2256744,gen_x,2,1
white-collar,single,2154936,millennials,1,0
white-collar,single,695688,gen_x,1,1
white-collar,married,4615296,gen-z,1,0
white-collar,married,12115152,gen_x,1,2
white-collar,married,1306536,gen-z,1,0
white-collar,single,22312920,millennials,1,0
blue-collar,married,0,gen_x,1,2
white-collar,married,390264,gen_x,1,2
blue-collar,married,11046168,gen_x,1,2
white-collar,married,5412792,gen-z,2,0
blue-collar,married,848400,millennials,0,2
others,married,6346032,gen_x,2,2
white-collar,single,1255632,gen-z,1,1
white-collar,single,10961328,gen_x,1,1
blue-collar,single,-67872,gen_x,1,1
blue-collar,single,2680944,gen-z,2,1
white-collar,married,9451176,millennials,1,0
blue-collar,married,48698160,gen-z,1,2
blue-collar,married,16543800,millennials,1,2
white-collar,single,3715992,millennials,1,0
white-collar,single,16968,gen-z,1,1
blue-collar,married,0,gen_x,0,2
others,single,2019192,gen_x,1,1
blue-collar,married,10214736,millennials,1,2
white-collar,single,7652568,gen-z,1,1
white-collar,single,20531280,millennials,0,0
white-collar,single,-3614184,gen-z,1,1
white-collar,single,17137680,millennials,1,0
white-collar,single,933240,gen-z,1,1
blue-collar,married,-526008,gen_x,1,2
blue-collar,married,15389976,gen_x,1,2
white-collar,single,9739632,millennials,1,0
white-collar,married,33936,gen_x,1,2
blue-collar,single,424200,gen_x,1,1
white-collar,married,4547424,gen_x,0,2
entrepreneur,married,67872,millennials,1,0
white-collar,single,23806104,gen_x,1,1
blue-collar,married,3122112,gen_x,1,2
white-collar,married,3682056,millennials,1,0
blue-collar,single,661752,millennials,1,1
blue-collar,married,32324040,millennials,1,2
blue-collar,married,22448664,millennials,2,2
blue-collar,married,15084552,millennials,1,2
white-collar,single,-610848,gen-z,0,1
blue-collar,married,6464808,gen_x,2,2
blue-collar,married,4225032,gen-z,1,2
white-collar,single,0,gen-z,1,1
white-collar,married,6566616,millennials,1,0
